"","YEAR","STATE","TYPE.OF.PRODUCER","ENERGY.SOURCE","GENERATION..Megawatthours."
"12728",2016,"KY","Total Electric Power Industry","Wood",360119
"12729",2016,"LA","Total Electric Power Industry","Total",107268804
"12730",2016,"LA","Total Electric Power Industry","Coal",12013649
"12731",2016,"LA","Total Electric Power Industry","Hydro",1103023
"12732",2016,"LA","Total Electric Power Industry","Natural Gas",66479142
"12733",2016,"LA","Total Electric Power Industry","Nuclear",17151826
"12736",2016,"LA","Total Electric Power Industry","Petroleum",4819225
"12738",2016,"LA","Total Electric Power Industry","Wood",2788939
"12739",2016,"MA","Total Electric Power Industry","Total",31955022
"12740",2016,"MA","Total Electric Power Industry","Coal",1874932
"12742",2016,"MA","Total Electric Power Industry","Hydro",712516
"12743",2016,"MA","Total Electric Power Industry","Natural Gas",21143936
"12744",2016,"MA","Total Electric Power Industry","Nuclear",5414318
"12746",2016,"MA","Total Electric Power Industry","Petroleum",422281
"12747",2016,"MA","Total Electric Power Industry","Solar",609281
"12749",2016,"MA","Total Electric Power Industry","Wind",216123
"12750",2016,"MA","Total Electric Power Industry","Wood",128822
"12751",2016,"MD","Total Electric Power Industry","Total",37166687
"12752",2016,"MD","Total Electric Power Industry","Coal",13826213
"12753",2016,"MD","Total Electric Power Industry","Hydro",1392187
"12754",2016,"MD","Total Electric Power Industry","Natural Gas",5423046
"12755",2016,"MD","Total Electric Power Industry","Nuclear",14760177
"12757",2016,"MD","Total Electric Power Industry","Petroleum",160550
"12758",2016,"MD","Total Electric Power Industry","Solar",208657
"12760",2016,"MD","Total Electric Power Industry","Wind",527114
"12761",2016,"MD","Total Electric Power Industry","Wood",123653
"12762",2016,"ME","Total Electric Power Industry","Total",11514427
"12763",2016,"ME","Total Electric Power Industry","Coal",69823
"12764",2016,"ME","Total Electric Power Industry","Hydro",2999688
"12765",2016,"ME","Total Electric Power Industry","Natural Gas",3498340
"12767",2016,"ME","Total Electric Power Industry","Petroleum",109924
"12769",2016,"ME","Total Electric Power Industry","Wind",1667103
"12770",2016,"ME","Total Electric Power Industry","Wood",2603245
"12771",2016,"MI","Total Electric Power Industry","Total",112121790
"12772",2016,"MI","Total Electric Power Industry","Coal",40526872
"12774",2016,"MI","Total Electric Power Industry","Hydro",1564355
"12775",2016,"MI","Total Electric Power Industry","Natural Gas",29295154
"12776",2016,"MI","Total Electric Power Industry","Nuclear",31551710
"12779",2016,"MI","Total Electric Power Industry","Petroleum",818979
"12780",2016,"MI","Total Electric Power Industry","Solar",9235
"12782",2016,"MI","Total Electric Power Industry","Wind",4695783
"12783",2016,"MI","Total Electric Power Industry","Wood",1522489
"12784",2016,"MN","Total Electric Power Industry","Total",59478753
"12785",2016,"MN","Total Electric Power Industry","Coal",23206289
"12786",2016,"MN","Total Electric Power Industry","Hydro",1208502
"12787",2016,"MN","Total Electric Power Industry","Natural Gas",8928076
"12788",2016,"MN","Total Electric Power Industry","Nuclear",13860816
"12790",2016,"MN","Total Electric Power Industry","Petroleum",32027
"12791",2016,"MN","Total Electric Power Industry","Solar",10107
"12793",2016,"MN","Total Electric Power Industry","Wind",9933487
"12794",2016,"MN","Total Electric Power Industry","Wood",1217697
"12795",2016,"MO","Total Electric Power Industry","Total",78611513
"12796",2016,"MO","Total Electric Power Industry","Coal",60321890
"12798",2016,"MO","Total Electric Power Industry","Hydro",1268473
"12799",2016,"MO","Total Electric Power Industry","Natural Gas",6031568
"12800",2016,"MO","Total Electric Power Industry","Nuclear",9430179
"12802",2016,"MO","Total Electric Power Industry","Petroleum",78016
"12803",2016,"MO","Total Electric Power Industry","Solar",32684
"12805",2016,"MO","Total Electric Power Industry","Wind",1121883
"12806",2016,"MO","Total Electric Power Industry","Wood",47163
"12807",2016,"MS","Total Electric Power Industry","Total",62881295
"12808",2016,"MS","Total Electric Power Industry","Coal",5342026
"12809",2016,"MS","Total Electric Power Industry","Natural Gas",50094739
"12810",2016,"MS","Total Electric Power Industry","Nuclear",5897272
"12812",2016,"MS","Total Electric Power Industry","Petroleum",17785
"12813",2016,"MS","Total Electric Power Industry","Solar",0
"12815",2016,"MS","Total Electric Power Industry","Wood",1512781
"12816",2016,"MT","Total Electric Power Industry","Total",27783529
"12817",2016,"MT","Total Electric Power Industry","Coal",14269222
"12818",2016,"MT","Total Electric Power Industry","Hydro",10082529
"12819",2016,"MT","Total Electric Power Industry","Natural Gas",476061
"12822",2016,"MT","Total Electric Power Industry","Petroleum",459923
"12823",2016,"MT","Total Electric Power Industry","Wind",2140191
"12824",2016,"MT","Total Electric Power Industry","Wood",20150
"12825",2016,"NC","Total Electric Power Industry","Total",130779157
"12826",2016,"NC","Total Electric Power Industry","Coal",37435780
"12828",2016,"NC","Total Electric Power Industry","Hydro",4417186
"12829",2016,"NC","Total Electric Power Industry","Natural Gas",39251102
"12830",2016,"NC","Total Electric Power Industry","Nuclear",42786087
"12832",2016,"NC","Total Electric Power Industry","Petroleum",251193
"12833",2016,"NC","Total Electric Power Industry","Solar",3421128
"12835",2016,"NC","Total Electric Power Industry","Wind",6233
"12836",2016,"NC","Total Electric Power Industry","Wood",1960045
"12837",2016,"ND","Total Electric Power Industry","Total",37856452
"12838",2016,"ND","Total Electric Power Industry","Coal",26580350
"12839",2016,"ND","Total Electric Power Industry","Hydro",1912005
"12840",2016,"ND","Total Electric Power Industry","Natural Gas",1071107
"12843",2016,"ND","Total Electric Power Industry","Petroleum",30109
"12845",2016,"ND","Total Electric Power Industry","Wind",8171922
"12846",2016,"NE","Total Electric Power Industry","Total",36524869
"12847",2016,"NE","Total Electric Power Industry","Coal",21897715
"12848",2016,"NE","Total Electric Power Industry","Hydro",856408
"12849",2016,"NE","Total Electric Power Industry","Natural Gas",537910
"12850",2016,"NE","Total Electric Power Industry","Nuclear",9350591
"12853",2016,"NE","Total Electric Power Industry","Solar",3981
"12855",2016,"NE","Total Electric Power Industry","Wind",3798387
"12856",2016,"NE","Total Electric Power Industry","Wood",0
"12857",2016,"NH","Total Electric Power Industry","Total",19282493
"12858",2016,"NH","Total Electric Power Industry","Coal",422017
"12859",2016,"NH","Total Electric Power Industry","Hydro",1145386
"12860",2016,"NH","Total Electric Power Industry","Natural Gas",4744436
"12861",2016,"NH","Total Electric Power Industry","Nuclear",10761163
"12863",2016,"NH","Total Electric Power Industry","Petroleum",38798
"12865",2016,"NH","Total Electric Power Industry","Wind",432324
"12866",2016,"NH","Total Electric Power Industry","Wood",1564428
"12867",2016,"NJ","Total Electric Power Industry","Total",77611403
"12868",2016,"NJ","Total Electric Power Industry","Coal",1314541
"12870",2016,"NJ","Total Electric Power Industry","Hydro",9478
"12871",2016,"NJ","Total Electric Power Industry","Natural Gas",43807453
"12872",2016,"NJ","Total Electric Power Industry","Nuclear",29885187
"12875",2016,"NJ","Total Electric Power Industry","Petroleum",146126
"12876",2016,"NJ","Total Electric Power Industry","Solar",834879
"12878",2016,"NJ","Total Electric Power Industry","Wind",20841
"12879",2016,"NM","Total Electric Power Industry","Total",32912045
"12880",2016,"NM","Total Electric Power Industry","Coal",18365270
"12881",2016,"NM","Total Electric Power Industry","Geothermal",14218
"12882",2016,"NM","Total Electric Power Industry","Hydro",147972
"12883",2016,"NM","Total Electric Power Industry","Natural Gas",9957553
"12885",2016,"NM","Total Electric Power Industry","Petroleum",51683
"12886",2016,"NM","Total Electric Power Industry","Solar",751836
"12888",2016,"NM","Total Electric Power Industry","Wind",3605421
"12889",2016,"NV","Total Electric Power Industry","Total",39787005
"12890",2016,"NV","Total Electric Power Industry","Coal",2166831
"12891",2016,"NV","Total Electric Power Industry","Geothermal",3353399
"12892",2016,"NV","Total Electric Power Industry","Hydro",1789219
"12893",2016,"NV","Total Electric Power Industry","Natural Gas",28921612
"12896",2016,"NV","Total Electric Power Industry","Petroleum",10985
"12897",2016,"NV","Total Electric Power Industry","Solar",3124060
"12899",2016,"NV","Total Electric Power Industry","Wind",343865
"12900",2016,"NY","Total Electric Power Industry","Total",134417107
"12901",2016,"NY","Total Electric Power Industry","Coal",1770238
"12903",2016,"NY","Total Electric Power Industry","Hydro",26888234
"12904",2016,"NY","Total Electric Power Industry","Natural Gas",56793336
"12905",2016,"NY","Total Electric Power Industry","Nuclear",41570990
"12908",2016,"NY","Total Electric Power Industry","Petroleum",642952
"12909",2016,"NY","Total Electric Power Industry","Solar",139611
"12911",2016,"NY","Total Electric Power Industry","Wind",3940180
"12912",2016,"NY","Total Electric Power Industry","Wood",638859
"12913",2016,"OH","Total Electric Power Industry","Total",118922078
"12914",2016,"OH","Total Electric Power Industry","Coal",68775164
"12915",2016,"OH","Total Electric Power Industry","Hydro",500320
"12916",2016,"OH","Total Electric Power Industry","Natural Gas",28942397
"12917",2016,"OH","Total Electric Power Industry","Nuclear",16817386
"12920",2016,"OH","Total Electric Power Industry","Petroleum",1181253
"12921",2016,"OH","Total Electric Power Industry","Solar",65558
"12923",2016,"OH","Total Electric Power Industry","Wind",1245337
"12924",2016,"OH","Total Electric Power Industry","Wood",272084
"12925",2016,"OK","Total Electric Power Industry","Total",78655007
"12926",2016,"OK","Total Electric Power Industry","Coal",19158044
"12928",2016,"OK","Total Electric Power Industry","Hydro",2573424
"12929",2016,"OK","Total Electric Power Industry","Natural Gas",36529086
"12931",2016,"OK","Total Electric Power Industry","Petroleum",17261
"12932",2016,"OK","Total Electric Power Industry","Solar",5436
"12934",2016,"OK","Total Electric Power Industry","Wind",20069089
"12935",2016,"OK","Total Electric Power Industry","Wood",243316
"12936",2016,"OR","Total Electric Power Industry","Total",60182013
"12937",2016,"OR","Total Electric Power Industry","Coal",1898202
"12938",2016,"OR","Total Electric Power Industry","Geothermal",183700
"12939",2016,"OR","Total Electric Power Industry","Hydro",34549366
"12940",2016,"OR","Total Electric Power Industry","Natural Gas",15306661
"12942",2016,"OR","Total Electric Power Industry","Petroleum",4850
"12943",2016,"OR","Total Electric Power Industry","Solar",40936
"12945",2016,"OR","Total Electric Power Industry","Wind",7157128
"12946",2016,"OR","Total Electric Power Industry","Wood",641447
"12947",2016,"PA","Total Electric Power Industry","Total",215066509
"12948",2016,"PA","Total Electric Power Industry","Coal",54672030
"12950",2016,"PA","Total Electric Power Industry","Hydro",2374519
"12951",2016,"PA","Total Electric Power Industry","Natural Gas",68048646
"12952",2016,"PA","Total Electric Power Industry","Nuclear",82924011
"12955",2016,"PA","Total Electric Power Industry","Petroleum",363224
"12956",2016,"PA","Total Electric Power Industry","Solar",74805
"12958",2016,"PA","Total Electric Power Industry","Wind",3476246
"12959",2016,"PA","Total Electric Power Industry","Wood",508115
"12960",2016,"RI","Total Electric Power Industry","Total",6564885
"12961",2016,"RI","Total Electric Power Industry","Coal",0
"12962",2016,"RI","Total Electric Power Industry","Hydro",2128
"12963",2016,"RI","Total Electric Power Industry","Natural Gas",6290503
"12964",2016,"RI","Total Electric Power Industry","Petroleum",26283
"12965",2016,"RI","Total Electric Power Industry","Solar",14663
"12967",2016,"RI","Total Electric Power Industry","Wind",26532
"12968",2016,"SC","Total Electric Power Industry","Total",96985764
"12969",2016,"SC","Total Electric Power Industry","Coal",21002914
"12971",2016,"SC","Total Electric Power Industry","Hydro",2226074
"12972",2016,"SC","Total Electric Power Industry","Natural Gas",16366854
"12973",2016,"SC","Total Electric Power Industry","Nuclear",55825916
"12975",2016,"SC","Total Electric Power Industry","Petroleum",113862
"12976",2016,"SC","Total Electric Power Industry","Solar",4971
"12978",2016,"SC","Total Electric Power Industry","Wood",2196593
"12979",2016,"SD","Total Electric Power Industry","Total",11524184
"12980",2016,"SD","Total Electric Power Industry","Coal",2082680
"12981",2016,"SD","Total Electric Power Industry","Hydro",4805526
"12982",2016,"SD","Total Electric Power Industry","Natural Gas",918561
"12984",2016,"SD","Total Electric Power Industry","Petroleum",2793
"12985",2016,"SD","Total Electric Power Industry","Solar",364
"12987",2016,"SD","Total Electric Power Industry","Wind",3714259
"12988",2016,"TN","Total Electric Power Industry","Total",79340633
"12989",2016,"TN","Total Electric Power Industry","Coal",31167634
"12991",2016,"TN","Total Electric Power Industry","Hydro",6774061
"12992",2016,"TN","Total Electric Power Industry","Natural Gas",11318515
"12993",2016,"TN","Total Electric Power Industry","Nuclear",29578086
"12996",2016,"TN","Total Electric Power Industry","Petroleum",121581
"12997",2016,"TN","Total Electric Power Industry","Solar",78617
"12999",2016,"TN","Total Electric Power Industry","Wind",37747
"13000",2016,"TN","Total Electric Power Industry","Wood",842630
"13001",2016,"TX","Total Electric Power Industry","Total",454047591
"13002",2016,"TX","Total Electric Power Industry","Coal",121230932
